"old_url","new_url","status","notes"
"https://www.jeremypenn.com/hotlips/hot-lips-chinatown-alley","https://jeremypennart.com/hotlips/hot-lips-chinatown-alley","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-virtue","https://jeremypennart.com/vice-virtue","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/vice","https://jeremypennart.com/vice-and-virtue/vice","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/paradise","https://jeremypennart.com/vice-and-virtue/paradise","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/muse","https://jeremypennart.com/vice-and-virtue/muse","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/lust","https://jeremypennart.com/vice-and-virtue/lust","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/luscious","https://jeremypennart.com/vice-and-virtue/luscious","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/love","https://jeremypennart.com/vice-and-virtue/love","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/indulge","https://jeremypennart.com/vice-and-virtue/indulge","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/halo","https://jeremypennart.com/vice-and-virtue/halo","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/goddess","https://jeremypennart.com/vice-and-virtue/goddess","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/evol","https://jeremypennart.com/vice-and-virtue/evol","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/enlighten","https://jeremypennart.com/vice-and-virtue/enlighten","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/eden","https://jeremypennart.com/vice-and-virtue/eden","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/vice-and-virtue/desire","https://jeremypennart.com/vice-and-virtue/desire","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/evolution-ego","https://jeremypennart.com/evolution-ego","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/evolution-and-ego/prey","https://jeremypennart.com/evolution-and-ego/prey","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/evolution-and-ego/power","https://jeremypennart.com/evolution-and-ego/power","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/evolution-and-ego/master","https://jeremypennart.com/evolution-and-ego/master","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/evolution-and-ego/hunt","https://jeremypennart.com/evolution-and-ego/hunt","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/evolution-and-ego/lust","https://jeremypennart.com/evolution-and-ego/lust","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/evolution-and-ego/evolve","https://jeremypennart.com/evolution-and-ego/evolve","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/evolution-and-ego/gaze","https://jeremypennart.com/evolution-and-ego/gaze","301/308","Preserve path on jeremypennart.com."
"https://www.jeremypenn.com/images/about/Jeremy-Penn-2.jpg","https://jeremypennart.com/images/about/Jeremy-Penn-2.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/eyes-of-seduction.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/eyes-of-seduction.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/fragments-2.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/fragments-2.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/fragments.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/fragments.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/into-abstraction-1.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/into-abstraction-1.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/into-abstraction-2.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/into-abstraction-2.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/lift-the-clouds.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/lift-the-clouds.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/love.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/love.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/self-love.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/self-love.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/beauty-in-the-breakdown/street-poetry.jpg","https://jeremypennart.com/images/beauty-in-the-breakdown/street-poetry.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/evolution-and-ego/Evolve-Jeremy-Penn-Evolution-Painting-WebRes.jpg","https://jeremypennart.com/images/evolution-and-ego/Evolve-Jeremy-Penn-Evolution-Painting-WebRes.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/evolution-and-ego/Gaze-Jeremy-Penn-Evolution-Painting-WebRes.jpg","https://jeremypennart.com/images/evolution-and-ego/Gaze-Jeremy-Penn-Evolution-Painting-WebRes.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/evolution-and-ego/Master-JeremyPenn-Evolution-Painting-HighRes.jpg","https://jeremypennart.com/images/evolution-and-ego/Master-JeremyPenn-Evolution-Painting-HighRes.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/evolution-and-ego/Power-Jeremy-Penn-Evolution-Painting-WebRes.jpg","https://jeremypennart.com/images/evolution-and-ego/Power-Jeremy-Penn-Evolution-Painting-WebRes.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/evolution-and-ego/Prey-JeremyPenn-Evolution-Painting-HighRes.jpg","https://jeremypennart.com/images/evolution-and-ego/Prey-JeremyPenn-Evolution-Painting-HighRes.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/evolution-and-ego/image-asset-1.jpeg","https://jeremypennart.com/images/evolution-and-ego/image-asset-1.jpeg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/evolution-and-ego/image-asset.jpeg","https://jeremypennart.com/images/evolution-and-ego/image-asset.jpeg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/home/hero-new.jpg","https://jeremypennart.com/images/home/hero-new.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/h-lips-1.jpg","https://jeremypennart.com/images/hotlips/h-lips-1.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/h-lips-10.jpg","https://jeremypennart.com/images/hotlips/h-lips-10.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/h-lips-2.jpg","https://jeremypennart.com/images/hotlips/h-lips-2.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/h-lips-3.jpg","https://jeremypennart.com/images/hotlips/h-lips-3.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/h-lips-4.jpg","https://jeremypennart.com/images/hotlips/h-lips-4.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/h-lips-8.jpg","https://jeremypennart.com/images/hotlips/h-lips-8.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/h-lips-9.jpg","https://jeremypennart.com/images/hotlips/h-lips-9.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/hl-1.jpg","https://jeremypennart.com/images/hotlips/hl-1.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/hotlips/hot-lips-dimensions.jpg","https://jeremypennart.com/images/hotlips/hot-lips-dimensions.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-01.jpg","https://jeremypennart.com/images/installs/install-01.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-02.jpg","https://jeremypennart.com/images/installs/install-02.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-03.jpg","https://jeremypennart.com/images/installs/install-03.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-04.jpg","https://jeremypennart.com/images/installs/install-04.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-05.jpg","https://jeremypennart.com/images/installs/install-05.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-06.jpg","https://jeremypennart.com/images/installs/install-06.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-07.jpg","https://jeremypennart.com/images/installs/install-07.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-08.jpg","https://jeremypennart.com/images/installs/install-08.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-09.jpg","https://jeremypennart.com/images/installs/install-09.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-10.jpg","https://jeremypennart.com/images/installs/install-10.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-11.jpg","https://jeremypennart.com/images/installs/install-11.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-12.jpg","https://jeremypennart.com/images/installs/install-12.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-13.jpg","https://jeremypennart.com/images/installs/install-13.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-14.jpg","https://jeremypennart.com/images/installs/install-14.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-15.jpg","https://jeremypennart.com/images/installs/install-15.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-16.jpg","https://jeremypennart.com/images/installs/install-16.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-17.jpg","https://jeremypennart.com/images/installs/install-17.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-18.jpg","https://jeremypennart.com/images/installs/install-18.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-19.jpg","https://jeremypennart.com/images/installs/install-19.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-20.jpg","https://jeremypennart.com/images/installs/install-20.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-21.jpg","https://jeremypennart.com/images/installs/install-21.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-22.jpg","https://jeremypennart.com/images/installs/install-22.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-23.jpg","https://jeremypennart.com/images/installs/install-23.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-24.jpg","https://jeremypennart.com/images/installs/install-24.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-25.jpg","https://jeremypennart.com/images/installs/install-25.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-26.jpg","https://jeremypennart.com/images/installs/install-26.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/installs/install-27.jpg","https://jeremypennart.com/images/installs/install-27.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/logo/penn-logo-black.png","https://jeremypennart.com/images/logo/penn-logo-black.png","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/sunsets/jeremy-penn-april-sunset.jpg","https://jeremypennart.com/images/sunsets/jeremy-penn-april-sunset.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/sunsets/jeremy-penn-august-sunset.jpg","https://jeremypennart.com/images/sunsets/jeremy-penn-august-sunset.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/sunsets/jeremy-penn-july-sunset.jpg","https://jeremypennart.com/images/sunsets/jeremy-penn-july-sunset.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/sunsets/jeremy-penn-june-sunset.jpg","https://jeremypennart.com/images/sunsets/jeremy-penn-june-sunset.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/sunsets/jeremy-penn-march-sunset.jpg","https://jeremypennart.com/images/sunsets/jeremy-penn-march-sunset.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/sunsets/jeremy-penn-may-sunset.jpg","https://jeremypennart.com/images/sunsets/jeremy-penn-may-sunset.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/sunsets/jeremy-penn-september-sunset.jpg","https://jeremypennart.com/images/sunsets/jeremy-penn-september-sunset.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/desire-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/desire-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/eden-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/eden-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/enlighten-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/enlighten-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/evole-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/evole-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/goddess-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/goddess-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/halo-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/halo-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/indulge-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/indulge-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/love-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/love-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/luscious-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/luscious-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/lust-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/lust-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/muse-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/muse-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/paradise-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/paradise-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
"https://www.jeremypenn.com/images/vice-and-virtue/vice-jeremy-penn-artist.jpg","https://jeremypennart.com/images/vice-and-virtue/vice-jeremy-penn-artist.jpg","301/308","Specific image redirect. Avoid a blanket /images redirect because the creative site also uses /images."
